CustomerID,LoginFrequency,Age,AmountSpent,IncomeLevel_Medium,ServiceUsage_Online Banking,IncomeLevel_Low,MaritalStatus_Widowed,MaritalStatus_Single,MaritalStatus_Married,ServiceUsage_Website,InteractionType_Feedback,ResolutionStatus_Unresolved,ResolutionStatus_Resolved,InteractionType_Complaint,InteractionType_Inquiry,Gender_F,Gender_M
1,0.5885562851645687,1.2250355395312136,1.1538811954515544,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,1.8596008128751915,-0.5529297090752782,-0.6721851732044332,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
2,-1.4738859226207617,1.4212978381393753,-1.3762955442071392,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,-0.5377498187118268,1.8085481456086059,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
2,-1.4738859226207617,1.4212978381393753,-0.37875338436051037,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,-0.5377498187118268,1.8085481456086059,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
2,-1.4738859226207617,1.4212978381393753,-1.0519228831373255,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,-0.5377498187118268,1.8085481456086059,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
2,-1.4738859226207617,1.4212978381393753,1.0200031154889755,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,-0.5377498187118268,1.8085481456086059,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
2,-1.4738859226207617,1.4212978381393753,0.23507026401992873,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,-0.5377498187118268,1.8085481456086059,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
2,-1.4738859226207617,1.4212978381393753,0.4179366638851764,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,-0.5377498187118268,1.8085481456086059,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
2,-1.4738859226207617,1.4212978381393753,-0.36314710530580313,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,-0.5377498187118268,1.8085481456086059,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
3,-1.6161233162611293,-1.65347817338849,-0.07390606793761749,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,1.8596008128751915,-0.5529297090752782,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
3,-1.6161233162611293,-1.65347817338849,-1.4035190534101938,-0.7057837031158353,-0.7420571132938075,1.4444870433151666,-0.6210309285034458,1.8596008128751915,-0.5529297090752782,1.487685298431698,-0.6267074407693607,-0.7640796534459245,1.2367380402976802,-0.5922695872068734,1.870652158478025,-1.0524605775641824,1.0524605775641824
